tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_descripcion,automotor_marca_descripcion,automotor_modelo_descripcion,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,unico_duenio,fecha_recup,dias
DENUNCIA DE ROBO O HURTO,2018-02-27,2009-11-26,CAPITAL FEDERAL Nº 033,Ciudad Autónoma de Bs.As.,Nacional,2009.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1949.0,ARGENTINA,1.0,2018-03-22,23 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-20,2006-07-11,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Protocolo 21,2006.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1997.0,ARGENTINA,1.0,2018-08-31,192 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-14,2005-03-22,CAPITAL FEDERAL Nº 056,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,SEDAN 4 P,VOLKSWAGEN,GOLF,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1976.0,ARGENTINA,1.0,2018-02-14,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-22,2010-11-24,CAPITAL FEDERAL Nº 059,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,SEDAN 4 P,CHEVROLET,MERIVA,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1964.0,ARGENTINA,1.0,2018-02-22,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-06,2013-08-21,CAPITAL FEDERAL Nº 069,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 4 P,PEUGEOT,207,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1965.0,ARGENTINA,1.0,2018-05-29,112 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-23,2012-04-10,CAPITAL FEDERAL Nº 080,Ciudad Autónoma de Bs.As.,Nacional,2012.0,SEDAN 4 P,CHEVROLET,CLASSIC,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1951.0,ARGENTINA,1.0,2018-02-23,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-15,2012-04-26,CORDOBA Nº 08,Córdoba,Nacional,2012.0,SEDAN 4 P,FORD,FOCUS,Privado,Física,CORDOBA,CORDOBA,Masculino,1981.0,ARGENTINA,1.0,2018-04-16,60 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-06,2006-04-18,CORDOBA Nº 18,Córdoba,Protocolo 21,2006.0,SEDAN 4 P,VOLKSWAGEN,FOX,Privado,Física,CORDOBA,CORDOBA,Femenino,1989.0,ARGENTINA,1.0,2018-04-12,65 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-22,2015-06-30,CORDOBA Nº 22,Córdoba,Protocolo 21,2015.0,SEDAN 4 P,CITROEN,C3,Privado,Física,CORDOBA,CORDOBA,Masculino,1977.0,ARGENTINA,1.0,2018-04-24,61 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-23,2007-08-31,CORDOBA Nº 23,Córdoba,Protocolo 21,2007.0,SEDAN 3 P,FIAT,PALIO,Privado,Física,CORDOBA,CORDOBA,Femenino,1959.0,ARGENTINA,1.0,2018-11-14,264 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-01,2015-08-31,CORDOBA Nº 24,Córdoba,Protocolo 21,2015.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,CORDOBA,CORDOBA,Masculino,1984.0,ARGENTINA,1.0,2018-08-21,201 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-22,2005-07-28,VILLA ALLENDE Nº 2,Córdoba,Protocolo 21,2005.0,SEDAN 4 P,FORD,ECOSPORT,Privado,Física,LA CALERA,CORDOBA,No aplica,1992.0,ARGENTINA,1.0,2018-04-27,64 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-09,2016-04-27,MENDOZA Nº 18,Mendoza,Protocolo 21,2016.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,VILLA NUEVA,MENDOZA,Masculino,1994.0,ARGENTINA,1.0,2018-02-20,11 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-28,2007-11-13,MAIPU Nº 1- MENDOZA,Mendoza,Protocolo 21,2007.0,SEDAN 4 P,FORD,FIESTA,Privado,Física,LUZURIAGA,MENDOZA,No aplica,1982.0,ARGENTINA,1.0,2018-02-28,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-01,2016-06-01,NEUQUEN Nº 1,Neuquén,Protocolo 21,2016.0,SEDAN 4 P,TOYOTA,ETIOS,Privado,Física,NEUQUEN,NEUQUEN,Femenino,1950.0,ARGENTINA,1.0,2018-03-13,40 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-21,2013-03-14,ROSARIO Nº 04,Santa Fe,Protocolo 21,2013.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,ROSARIO,SANTA FE,Femenino,1955.0,ARGENTINA,1.0,2018-03-27,34 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-15,2008-07-07,ROSARIO Nº 08,Santa Fe,Importado,2008.0,SEDAN 4 P,NISSAN,TIIDA,Privado,Física,ROSARIO,SANTA FE,Masculino,1951.0,ARGENTINA,1.0,2018-02-15,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-09,2017-10-18,ROSARIO Nº 16,Santa Fe,Nacional,2017.0,SEDAN 4 P,FIAT,PALIO,Privado,Física,ROSARIO,SANTA FE,Masculino,1952.0,ARGENTINA,1.0,2018-04-24,74 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-19,2007-03-19,ROSARIO Nº 18,Santa Fe,Nacional,2007.0,SEDAN 4 P,PEUGEOT,PARTNER,Privado,Física,ROSARIO,SANTA FE,Masculino,1979.0,ARGENTINA,1.0,2018-10-16,239 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-02-22,2008-01-02,CAPITAL FEDERAL Nº 034,Ciudad Autónoma de Bs.As.,Importado,2008.0,SEDAN 4 P,VOLKSWAGEN,BORA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1976.0,ARGENTINA,1.0,2018-03-09,15 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-08,1993-01-11,AVELLANEDA Nº 2,Buenos Aires,Nacional,1993.0,SEDAN 4 P,FORD,ESCORT,Privado,Física,WILDE,BUENOS AIRES,No aplica,1960.0,ARGENTINA,1.0,2019-05-08,426 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-02,2001-07-26,FLORENCIO VARELA Nº 1,Buenos Aires,Protocolo 21,2001.0,SEDAN 4 P,RENAULT,CLIO,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Masculino,1976.0,ARGENTINA,1.0,2018-06-26,116 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-26,2017-04-25,LANUS Nº 2,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 P,CHEVROLET,ONIX,Privado,Física,VALENTÍN ALSINA,BUENOS AIRES,Masculino,1963.0,ARGENTINA,1.0,2018-06-25,91 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-28,2017-01-16,NAVARRO,Buenos Aires,Nacional,2017.0,SEDAN 4 P,PEUGEOT,308,Privado,Física,GENERAL LAS HERAS,BUENOS AIRES,Masculino,1961.0,ARGENTINA,1.0,2018-09-17,173 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-12,2006-12-15,PINAMAR,Buenos Aires,Protocolo 21,2006.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,VALERIA DEL MAR,BUENOS AIRES,Femenino,1995.0,ARGENTINA,1.0,2018-03-23,11 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-16,2006-01-02,TIGRE Nº 2,Buenos Aires,Nacional,2006.0,SEDAN 4 P,PEUGEOT,206,Privado,Física,DON TORCUATO,BUENOS AIRES,Femenino,1978.0,ARGENTINA,1.0,2018-06-15,91 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-20,2010-07-15,LA MATANZA Nº 06,Buenos Aires,Protocolo 21,2010.0,SEDAN 4 P,FIAT,PUNTO,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Masculino,1978.0,ARGENTINA,1.0,2018-07-31,133 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-13,2006-07-14,HURLINGHAM Nº 1 (EX. MORON Nº 4),Buenos Aires,Protocolo 21,2006.0,SEDAN 4 P,FORD,ECOSPORT,Privado,Física,HURLINGHAM,BUENOS AIRES,Femenino,1962.0,ARGENTINA,1.0,2018-06-01,80 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-13,2008-12-05,SAN FERNANDO Nº 2,Buenos Aires,Nacional,2008.0,SEDAN 4 P,RENAULT,CLIO,Privado,Física,SAN FERNANDO,BUENOS AIRES,Masculino,1934.0,ARGENTINA,1.0,2018-06-12,91 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-27,2003-09-05,MORON Nº 06,Buenos Aires,Protocolo 21,2003.0,SEDAN 4 P,RENAULT,MEGANE,Privado,Física,EL PALOMAR,BUENOS AIRES,Femenino,1975.0,ARGENTINA,1.0,2018-05-02,36 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-20,2008-04-22,ESCOBAR Nº 1,Buenos Aires,Protocolo 21,2008.0,SEDAN 4 P,FORD,FIESTA,Privado,Física,ESCOBAR,BUENOS AIRES,Masculino,1983.0,ARGENTINA,1.0,2018-06-14,86 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-13,2017-02-20,BERAZATEGUI Nº 2,Buenos Aires,Nacional,2017.0,SEDAN 4 P,PEUGEOT,308,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1946.0,ARGENTINA,1.0,2018-04-23,41 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-09,2017-01-23,ADROGUE Nº 3,Buenos Aires,Nacional,2017.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,BURZACO,BUENOS AIRES,Femenino,1958.0,ARGENTINA,1.0,2018-07-30,143 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-27,2010-01-21,OLIVOS Nº 07,Buenos Aires,Nacional,2010.0,SEDAN 4 P,PEUGEOT,307,Privado,Física,OLIVOS,BUENOS AIRES,Masculino,1985.0,ARGENTINA,1.0,2018-08-02,128 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-02,2013-06-28,MORON Nº 04 (EX. MORON Nº 9),Buenos Aires,Nacional,2013.0,SEDAN 4 P,PEUGEOT,207,Privado,Física,CASTELAR,BUENOS AIRES,Masculino,1965.0,ARGENTINA,1.0,2018-06-15,105 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-26,2014-07-21,MERLO Nº 3,Buenos Aires,Nacional,2014.0,PICK UP,VOLKSWAGEN,AMAROK,Privado,Física,SAN ANTONIO DE PADUA,BUENOS AIRES,Femenino,1994.0,ARGENTINA,1.0,2018-04-23,28 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-22,1996-05-31,SAN ISIDRO Nº 08,Buenos Aires,Importado,1996.0,SEDAN 4 P,VOLKSWAGEN,GOLF,Privado,Física,BECCAR,BUENOS AIRES,Femenino,1967.0,PERU,1.0,2018-08-24,155 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-22,2011-04-27,LA MATANZA Nº 09,Buenos Aires,Nacional,2011.0,SEDAN 4 P,PEUGEOT,207,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,Masculino,1958.0,ARGENTINA,1.0,2018-09-19,181 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-28,2011-02-15,HURLINGHAM Nº 2 (EX. MORON Nº 10),Buenos Aires,Nacional,2011.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,WILLIAM C. MORRIS,BUENOS AIRES,Femenino,1971.0,ARGENTINA,1.0,2018-03-28,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-14,1999-05-28,JOSE C. PAZ Nº 1,Buenos Aires,Nacional,1999.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,JOSE C. PAZ,BUENOS AIRES,No aplica,1996.0,ARGENTINA,1.0,2018-11-14,245 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-12,2009-02-26,GENERAL RODRIGUEZ Nº 2,Buenos Aires,Nacional,2009.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,MORENO,BUENOS AIRES,Femenino,1977.0,ARGENTINA,1.0,2018-05-10,59 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-20,2017-10-31,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11),Buenos Aires,Protocolo 21,2017.0,SEDAN 4 P,RENAULT,SANDERO,Privado,Física,ITUZAINGÓ,BUENOS AIRES,Masculino,1956.0,ARGENTINA,1.0,2018-06-07,79 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-14,1998-04-24,MORENO Nº 3,Buenos Aires,Nacional,1998.0,SEDAN 4 P,VOLKSWAGEN,POLO,Privado,Física,TRUJUI,BUENOS AIRES,Masculino,1949.0,ARGENTINA,1.0,2018-06-04,82 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-01,2013-04-05,JOSE C. PAZ Nº 2,Buenos Aires,Nacional,2013.0,SEDAN 4 P,PEUGEOT,207,Privado,Física,JOSE C PAZ,BUENOS AIRES,No aplica,1982.0,ARGENTINA,1.0,2019-07-18,504 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-08,2000-03-15,ZARATE Nº 3,Buenos Aires,Protocolo 21,2000.0,SEDAN 3 P,FORD,KA,Privado,Física,ZARATE,BUENOS AIRES,Masculino,1957.0,ARGENTINA,1.0,2018-10-05,211 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-27,2017-06-22,LOMAS DE ZAMORA Nº 9,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 P,PEUGEOT,208,Privado,Física,TEMPERLEY,BUENOS AIRES,Femenino,1989.0,ARGENTINA,1.0,2018-04-11,15 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-06,2017-01-24,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 P,FORD,FIESTA,Privado,Física,EL JAGÜEL,BUENOS AIRES,Masculino,1966.0,PARAGUAY,1.0,2018-08-17,164 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-15,2011-05-30,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Protocolo 21,2011.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,EL JAGÜEL,BUENOS AIRES,Masculino,1975.0,ARGENTINA,1.0,2018-06-28,105 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-19,2010-08-30,MORENO Nº 5,Buenos Aires,Nacional,2010.0,SEDAN 4 P,CHEVROLET,CLASSIC,Privado,Física,MORENO,BUENOS AIRES,Masculino,1963.0,ARGENTINA,1.0,2019-05-09,416 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-22,1997-08-29,EZEIZA Nº 2,Buenos Aires,Nacional,1997.0,COUPE,FIAT,UNO,Privado,Física,LA UNION,BUENOS AIRES,No aplica,1984.0,ARGENTINA,1.0,2018-04-09,18 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-21,2009-02-12,CAPITAL FEDERAL Nº 011,Ciudad Autónoma de Bs.As.,Protocolo 21,2009.0,SEDAN 4 P,FIAT,PUNTO,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1956.0,BOLIVIA,1.0,2018-12-17,271 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-28,2012-05-21,CAPITAL FEDERAL Nº 013,Ciudad Autónoma de Bs.As.,Nacional,2012.0,SEDAN 3 P,RENAULT,CLIO,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1988.0,ARGENTINA,1.0,2018-10-23,209 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-15,2015-07-02,CAPITAL FEDERAL Nº 025,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,SEDAN 4 P,FIAT,PUNTO,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1981.0,ARGENTINA,1.0,2018-03-15,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-12,2016-10-03,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1984.0,ARGENTINA,1.0,2018-06-22,102 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-02,1998-07-27,CAPITAL FEDERAL Nº 034,Ciudad Autónoma de Bs.As.,Protocolo 21,1998.0,FURGON,FIAT,FIORINO,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1970.0,ARGENTINA,1.0,2018-06-18,108 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-21,2011-07-15,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,SEDAN 4 P,FORD,ECOSPORT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1985.0,ARGENTINA,0.0,2018-07-02,103 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-28,2007-09-19,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Protocolo 21,2007.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1982.0,ARGENTINA,1.0,2018-09-04,160 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-23,2010-05-03,CAPITAL FEDERAL Nº 060,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,1932.0,ARGENTINA,0.0,2018-08-28,158 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-26,2012-01-03,CAPITAL FEDERAL Nº 077,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,SEDAN 4 P,HONDA,FIT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1972.0,ARGENTINA,0.0,2018-11-05,224 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-05,2012-10-30,CAPITAL FEDERAL Nº 091,Ciudad Autónoma de Bs.As.,Nacional,2012.0,SEDAN 4 P,PEUGEOT,207,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1973.0,ARGENTINA,1.0,2018-04-11,37 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-15,2012-06-28,CAPITAL FEDERAL Nº 092,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1981.0,PERU,1.0,2019-04-12,393 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-19,2002-01-07,CORDOBA Nº 12,Córdoba,Nacional,2002.0,SEDAN 4 P,PEUGEOT,206,Privado,Física,CORDOBA,CORDOBA,Femenino,1951.0,BOLIVIA,1.0,2018-06-13,86 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-12,2011-09-22,CORDOBA Nº 14,Córdoba,Nacional,2011.0,SEDAN 4 P,RENAULT,CLIO,Privado,Física,CORDOBA,CORDOBA,Masculino,1970.0,ARGENTINA,1.0,2018-10-29,231 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-05,2015-07-30,CORDOBA Nº 18,Córdoba,Nacional,2015.0,SEDAN 4 P,PEUGEOT,308,Privado,Física,CORDOBA,CORDOBA,Masculino,1989.0,ARGENTINA,1.0,2018-03-05,0 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-07,2014-05-05,CORDOBA Nº 18,Córdoba,Nacional,2014.0,SEDAN 4 P,PEUGEOT,308,Privado,Física,CORDOBA,CORDOBA,Masculino,1975.0,ARGENTINA,0.0,2018-05-11,65 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-20,1998-03-03,CORDOBA Nº 22,Córdoba,Protocolo 21,1998.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,CORDOBA,CORDOBA,Femenino,1985.0,ARGENTINA,1.0,2018-07-20,122 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-07,2009-10-21,VILLA ALLENDE Nº 2,Córdoba,Protocolo 21,2009.0,SEDAN 4 P,FORD,ECOSPORT,Privado,Física,VILLA ALENDE,CORDOBA,Femenino,1989.0,ARGENTINA,1.0,2018-06-08,93 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-07,2017-01-25,PARANA Nº 2,Entre Ríos,Nacional,2017.0,SEDAN 4 P,VOLKSWAGEN,SURAN,Privado,Física,PARANA,ENTRE RIOS,Masculino,1967.0,ARGENTINA,1.0,2018-03-08,1 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-19,2005-05-17,MENDOZA Nº 01,Mendoza,Protocolo 21,2005.0,PICK UP,CHEVROLET,S10,Privado,Física,VILLA NUEVA,MENDOZA,Masculino,1981.0,ARGENTINA,1.0,2018-05-31,73 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-03-27,1999-07-20,ARTEAGA,Santa Fe,Nacional,1999.0,SEDAN 4 P,FORD,ESCORT,Privado,Física,ROSARIO,SANTA FE,Femenino,1955.0,ARGENTINA,1.0,2018-04-13,17 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-27,2010-08-31,AVELLANEDA Nº 2,Buenos Aires,Nacional,2010.0,SEDAN 4 P,RENAULT,CLIO,Privado,Física,PIÑEIRO,BUENOS AIRES,Femenino,1959.0,ARGENTINA,1.0,2018-10-24,180 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-09,2017-01-05,FLORENCIO VARELA Nº 1,Buenos Aires,Protocolo 21,2017.0,SEDAN 3 P,VOLKSWAGEN,GOL,Privado,Física,FCIO. VARELA,BUENOS AIRES,Masculino,1992.0,ARGENTINA,1.0,2018-10-09,183 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-03,2010-12-13,NAVARRO,Buenos Aires,Protocolo 21,2010.0,SEDAN 3 P,VOLKSWAGEN,FOX,Privado,Física,VILLARS - GRAL LAS HERAS,BUENOS AIRES,No aplica,1979.0,ARGENTINA,1.0,2018-07-19,107 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-25,1999-08-26,LANUS Nº 9,Buenos Aires,Nacional,1999.0,FAMILIAR,RENAULT,KANGOO,Privado,Física,LANUS OESTE,BUENOS AIRES,Femenino,1980.0,ARGENTINA,1.0,2018-07-13,79 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-23,1999-09-24,LA PLATA Nº 05,Buenos Aires,Nacional,1999.0,PICK UP,TOYOTA,HILUX,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1972.0,ARGENTINA,1.0,2019-08-14,478 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-25,2017-09-14,MERLO Nº 2,Buenos Aires,Protocolo 21,2017.0,SEDAN 3 P,VOLKSWAGEN,TAKE,Privado,Física,MERLO,BUENOS AIRES,Masculino,1957.0,ARGENTINA,1.0,2019-02-26,307 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-09,2015-03-26,LA MATANZA Nº 05,Buenos Aires,Protocolo 21,2015.0,SEDAN 4 P,FIAT,SIENA,Privado,Física,CIUDAD EVITA,BUENOS AIRES,Masculino,1951.0,ARGENTINA,1.0,2018-08-15,128 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-10,2011-12-29,HURLINGHAM Nº 1 (EX. MORON Nº 4),Buenos Aires,Protocolo 21,2011.0,SEDAN 4 P,VOLKSWAGEN,GOL,Privado,Física,HURLINGHAM,BUENOS AIRES,Femenino,1989.0,ARGENTINA,1.0,2018-07-05,86 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-16,2010-01-25,MORON Nº 05,Buenos Aires,Protocolo 21,2010.0,FURGON,FIAT,DUCATO,Privado,Física,HAEDO,BUENOS AIRES,Masculino,1992.0,ARGENTINA,1.0,2018-07-23,98 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-19,2012-01-19,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Protocolo 21,2012.0,SEDAN 4 P,FIAT,PALIO,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1980.0,ARGENTINA,1.0,2018-08-24,127 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-10,2009-06-03,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Nacional,2009.0,SEDAN 4 P,FORD,FOCUS,Privado,Física,LUIS GUILLON,BUENOS AIRES,Masculino,1968.0,ARGENTINA,1.0,2019-03-27,351 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-20,2016-09-29,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Nacional,2016.0,PICK UP,VOLKSWAGEN,AMAROK,Privado,Física,LUIS GUILLON,BUENOS AIRES,Masculino,1969.0,ARGENTINA,1.0,2018-08-21,123 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-26,2013-09-13,LOMAS DE ZAMORA Nº 5,Buenos Aires,Protocolo 21,2013.0,SEDAN 4 P,RENAULT,SANDERO,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1967.0,ARGENTINA,1.0,2018-05-30,34 days 00:00:00.000000000
DENUNCIA DE ROBO O HURTO,2018-04-09,2009-04-14,LOMAS DE ZAMORA Nº 6,Buenos Aires,Protocolo 21,2009.0,SEDAN 3 P,FORD,KA,Privado,Física,LLAVALLOL,BUENOS AIRES,Femenino,1963.0,ARGENTINA,1.0,2018-10-23,197 days 00:00:00.000000000
