tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_descripcion,automotor_marca_descripcion,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,unico_duenio
COMUNICACIÓN DE RECUPERO,2018-01-02,2006-10-13,TRES DE FEBRERO Nº 5,Buenos Aires,Nacional,2006.0,SEDAN 5 PTAS,RENAULT,Privado,Física,SANTOS LUGARES,BUENOS AIRES,Masculino,1993.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-30,2005-04-07,LANUS Nº 7,Buenos Aires,Nacional,2005.0,SEDAN 4 PTAS,CHEVROLET,Privado,Física,VALENTIN ALSINA,BUENOS AIRES,No identificado,1978.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-26,2017-05-31,OLIVOS Nº 09,Buenos Aires,Nacional,2017.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Física,FLORIDA,BUENOS AIRES,Masculino,1975.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-26,2017-06-06,OLIVOS Nº 09,Buenos Aires,Protocolo 21,2017.0,SEDAN 4 PUERTAS,TOYOTA,Privado,Física,OLIVOS,BUENOS AIRES,Masculino,1959.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-03,2013-09-23,BERAZATEGUI Nº 4,Buenos Aires,Nacional,2013.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Física,BERAZATEGUI,BUENOS AIRES,No identificado,1977.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-19,2000-09-28,SAN ISIDRO Nº 09,Buenos Aires,Importado,2000.0,SEDAN 4 PTAS,AUDI,Privado,Física,"MARTINEZ, SAN ISIDRO",BUENOS AIRES,Masculino,1940.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-22,1992-04-07,ADROGUE Nº 5,Buenos Aires,Nacional,1992.0,FURGON,RENAULT,Privado,Física,GLEW,BUENOS AIRES,Masculino,1953.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-04,2016-07-18,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Nacional,2016.0,SEDAN 5 PUERTAS,FORD,Privado,Física,GRAND BOURG,BUENOS AIRES,Masculino,1990.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2018-01-03,2010-05-17,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Nacional,2010.0,SEDAN 4 PTAS,RENAULT,Privado,Física,GRAND BOURG,BUENOS AIRES,No identificado,1959.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-23,2011-05-04,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Importado,2011.0,SEDAN 4 PTAS,CHEVROLET,Privado,Física,TORTUGUITAS,BUENOS AIRES,Femenino,1969.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-26,1997-04-30,LA MATANZA Nº 12,Buenos Aires,Nacional,1997.0,SEDAN 5 PTAS,FORD,Privado,Física,ALDO BONZI-LA MATANZA,BUENOS AIRES,Femenino,1988.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-09,1998-08-06,LA PLATA Nº 14,Buenos Aires,Protocolo 21,1998.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Física,MANUEL B.GONNET,BUENOS AIRES,Masculino,1967.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2018-01-22,2006-08-23,CAPITAL FEDERAL Nº 008,Ciudad Autónoma de Bs.As.,Protocolo 21,2006.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1982.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-02,2009-11-10,CAPITAL FEDERAL Nº 008,Ciudad Autónoma de Bs.As.,Nacional,2008.0,PICK-UP,TOYOTA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1912.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-09,2011-07-21,CAPITAL FEDERAL Nº 011,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,RURAL 5 PTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1977.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-02,2004-05-13,CAPITAL FEDERAL Nº 016,Ciudad Autónoma de Bs.As.,Protocolo 21,2004.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1975.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-31,1998-03-25,CAPITAL FEDERAL Nº 026,Ciudad Autónoma de Bs.As.,Importado,1998.0,TODO TERRENO,KIA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1967.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-26,2015-01-19,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-31,2013-12-27,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 4 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-15,2012-05-21,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,RURAL 5 PUERTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-09,2011-03-21,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2011.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-18,2014-03-11,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,2014.0,PICK-UP,TOYOTA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-04,2007-01-26,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,2007.0,SEDAN 5 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-18,2010-08-25,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,2010.0,SEDAN 4 PTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-29,2015-06-02,CAPITAL FEDERAL Nº 028,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,SEDAN 5 PUERTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-10,2014-10-06,CAPITAL FEDERAL Nº 031,Ciudad Autónoma de Bs.As.,Nacional,2014.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-25,2013-10-16,CAPITAL FEDERAL Nº 031,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-23,2012-01-18,CAPITAL FEDERAL Nº 036,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,SEDAN 5 PUERTAS,FIAT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1978.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-31,2015-11-26,CAPITAL FEDERAL Nº 037,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 5 PUERTAS,FORD,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1975.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-09,2012-05-03,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Nacional,2012.0,SEDAN 5 PTAS,CHEVROLET,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1989.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-04,2012-10-15,CAPITAL FEDERAL Nº 039,Ciudad Autónoma de Bs.As.,Protocolo 21,2012.0,SEDAN 4 PTAS,VOLKSWAGEN,Público,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1998.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-12,2007-03-29,CAPITAL FEDERAL Nº 043,Ciudad Autónoma de Bs.As.,Nacional,2007.0,SEDAN 5 PTAS,PEUGEOT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1988.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-18,2017-02-23,CAPITAL FEDERAL Nº 047,Ciudad Autónoma de Bs.As.,Protocolo 21,2017.0,SEDAN 4 PUERTAS,RENAULT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1991.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-11,1999-03-30,CAPITAL FEDERAL Nº 050,Ciudad Autónoma de Bs.As.,Importado,1999.0,TODO TERRENO,LAND ROVER,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1912.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-22,2016-03-22,CAPITAL FEDERAL Nº 052,Ciudad Autónoma de Bs.As.,Nacional,2016.0,SEDAN 5 PUERTAS,HONDA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-15,2008-01-28,CAPITAL FEDERAL Nº 056,Ciudad Autónoma de Bs.As.,Nacional,2008.0,SEDAN 5 PTAS,PEUGEOT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1964.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-29,2011-07-20,CAPITAL FEDERAL Nº 057,Ciudad Autónoma de Bs.As.,Nacional,2011.0,SEDAN 4 PTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-10,2010-02-12,CAPITAL FEDERAL Nº 058,Ciudad Autónoma de Bs.As.,Protocolo 21,2010.0,SEDAN 5 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-25,2006-09-25,CAPITAL FEDERAL Nº 060,Ciudad Autónoma de Bs.As.,Nacional,2006.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1991.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-25,2014-12-18,CAPITAL FEDERAL Nº 060,Ciudad Autónoma de Bs.As.,Nacional,2014.0,SEDAN 4 PUERTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1974.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-30,2014-01-07,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Importado,2014.0,SEDAN 4 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2013.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-25,2014-01-31,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2013.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-16,2012-11-27,CAPITAL FEDERAL Nº 062,Ciudad Autónoma de Bs.As.,Nacional,2012.0,SEDAN 5 PTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-04,2005-10-20,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,SEDAN 3 PTAS,RENAULT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-26,1994-01-10,CAPITAL FEDERAL Nº 070,Ciudad Autónoma de Bs.As.,Nacional,1994.0,SEDAN 4 PUERTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1981.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-31,2012-11-01,CAPITAL FEDERAL Nº 071,Ciudad Autónoma de Bs.As.,Nacional,2012.0,SEDAN 4 PUERTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1974.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-17,2011-06-23,CAPITAL FEDERAL Nº 077,Ciudad Autónoma de Bs.As.,Nacional,2011.0,SEDAN 5 PUERTAS,RENAULT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1974.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-29,2015-02-13,CAPITAL FEDERAL Nº 077,Ciudad Autónoma de Bs.As.,Importado,2015.0,SEDAN 5 PUERTAS,FORD,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1995.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-12,2008-05-13,CAPITAL FEDERAL Nº 080,Ciudad Autónoma de Bs.As.,Nacional,2008.0,SEDAN 5 PTAS,PEUGEOT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1934.0,NO IDENTIFICADO,0
COMUNICACIÓN DE RECUPERO,2018-01-08,2003-11-14,CAPITAL FEDERAL Nº 084,Ciudad Autónoma de Bs.As.,Protocolo 21,2003.0,SEDAN 3 PTAS,FIAT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1958.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-15,2012-08-14,CAPITAL FEDERAL Nº 083,Ciudad Autónoma de Bs.As.,Nacional,2012.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1975.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-12,2008-04-14,CAPITAL FEDERAL Nº 091,Ciudad Autónoma de Bs.As.,Nacional,2008.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1975.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-02,2015-03-27,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,FURGONETA,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-22,2000-12-05,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Nacional,2000.0,SEDAN 3 PTAS,FIAT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-08,2015-08-05,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1993.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-04,2008-10-15,CAPITAL FEDERAL Nº 096,Ciudad Autónoma de Bs.As.,Nacional,2008.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-18,2014-02-04,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Nacional,2014.0,PICK-UP,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-22,2015-05-14,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 5 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-24,2016-10-03,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 5 PUERTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-04,2013-11-15,CAPITAL FEDERAL Nº 099,Ciudad Autónoma de Bs.As.,Importado,2013.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1985.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-10,2014-05-30,CORDOBA Nº 01,Córdoba,Nacional,2014.0,FURGON,PEUGEOT,Privado,Jurídica,ROSARIO,CORDOBA,No identificado,1909.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-08,2016-03-29,CORDOBA Nº 12,Córdoba,Protocolo 21,2016.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Física,CORDOBA,CORDOBA,Masculino,1995.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-05,2013-07-02,CORDOBA Nº 15,Córdoba,Protocolo 21,2013.0,SEDAN 5 PUERTAS,CITROEN,Privado,Física,CORDOBA,CORDOBA,Femenino,1950.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-12,1995-02-10,CORDOBA Nº 18,Córdoba,Importado,1995.0,SEDAN 5 PTAS,FIAT,Privado,Física,CORDOBA,CORDOBA,Masculino,1982.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-25,2011-11-10,TRELEW Nº 3,Chubut,Nacional,2011.0,FURGON,RENAULT,Privado,Física,TRELEW,CHUBUT,Masculino,1957.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-02,1999-09-30,MENDOZA Nº 11,Mendoza,Nacional,1999.0,PICK-UP,FORD,Privado,Jurídica,CIUDAD,MENDOZA,No identificado,1966.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-05,2014-02-19,MAIPU Nº 2,Mendoza,Nacional,2014.0,SEDAN 4 PUERTAS,FIAT,Privado,Física,,MENDOZA,Masculino,1984.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-01-31,2012-08-03,NEUQUEN Nº 1,Neuquén,Protocolo 21,2012.0,PICK-UP CABINA Y MED,VOLKSWAGEN,Privado,Jurídica,NEUQUEN,NEUQUEN,No identificado,2001.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-01-04,2006-10-11,ROSARIO Nº 10,Santa Fe,Importado,2006.0,SEDAN 4 PTAS,VOLKSWAGEN,Privado,Jurídica,ROSARIO,SANTA FE,No identificado,1959.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-26,1994-09-14,SALTA Nº 6,Salta,Nacional,1994.0,CHASIS C/CABINA P/CAMION,MERCEDES BENZ,Privado,Jurídica,JOSE C.PAZ,SALTA,No identificado,2006.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-22,2017-01-26,AVELLANEDA Nº 1,Buenos Aires,Importado,2017.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Física,WILDE,BUENOS AIRES,Masculino,1974.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-02-07,2015-07-15,AVELLANEDA Nº 2,Buenos Aires,Protocolo 21,2015.0,RURAL 5 PUERTAS,CITROEN,Privado,Física,WILDE,BUENOS AIRES,Masculino,1950.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-02-01,2011-01-07,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2011.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-02,2014-01-24,LA PLATA Nº 01,Buenos Aires,Nacional,2014.0,SEDAN 5 PUERTAS,CITROEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-07,2015-03-17,LA PLATA Nº 01,Buenos Aires,Nacional,2015.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-15,2016-06-30,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2016.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-01,2001-11-14,LA PLATA Nº 01,Buenos Aires,Importado,2001.0,FURGON,FIAT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-01,2005-12-09,LA PLATA Nº 01,Buenos Aires,Importado,2005.0,SEDAN 4 PTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-01,2007-04-03,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2007.0,SEDAN 4 PTAS,HONDA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-02,2002-08-09,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2002.0,PICK UP,CHEVROLET,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-07,2008-10-16,LA PLATA Nº 01,Buenos Aires,Nacional,2008.0,SEDAN 5 PTAS,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-01,2010-04-09,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2010.0,SEDAN 5 PTAS,FIAT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-01,2013-04-19,LA PLATA Nº 01,Buenos Aires,Nacional,2013.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-05,2007-09-14,LA PLATA Nº 01,Buenos Aires,Importado,2007.0,SEDAN 4 PUERTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-15,1997-03-19,LA PLATA Nº 01,Buenos Aires,Importado,1997.0,TRANSP. DE PASAJEROS,SSANGYONG,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-19,2013-11-06,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2013.0,RURAL 5 PUERTAS,RENAULT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-20,2009-05-19,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2009.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-22,2013-09-18,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2013.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-22,2010-04-08,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2010.0,SEDAN 5 PTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-28,2008-04-07,LA PLATA Nº 01,Buenos Aires,Protocolo 21,2008.0,RURAL 5 PTAS,TOYOTA,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-19,2011-03-18,LA PLATA Nº 01,Buenos Aires,Nacional,2011.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-02-23,2013-03-06,LA PLATA Nº 01,Buenos Aires,Nacional,2013.0,SEDAN 5 PUERTAS,RENAULT,Privado,Jurídica,LA PLATA,BUENOS AIRES,No identificado,2000.0,NO IDENTIFICADO,1
