tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_descripcion,automotor_marca_descripcion,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,unico_duenio
COMUNICACIÓN DE RECUPERO,2018-11-23,2011-08-30,CAPITAL FEDERAL Nº 018,Ciudad Autónoma de Bs.As.,Nacional,2011.0,FURGON,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1999.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-12,2010-03-12,CAPITAL FEDERAL Nº 021,Ciudad Autónoma de Bs.As.,Importado,2010.0,SEDAN 4 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1995.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-26,2013-10-23,CAPITAL FEDERAL Nº 026,Ciudad Autónoma de Bs.As.,Protocolo 21,2013.0,SEDAN 4 PUERTAS,FIAT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1936.0,ARGENTINA,0
COMUNICACIÓN DE RECUPERO,2018-11-01,2015-08-03,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 4 PUERTAS,CITROEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-06,2016-06-24,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,SEDAN 5 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-06,2003-07-21,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Nacional,2003.0,SEDAN 5 PTAS,PEUGEOT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1964.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-11-05,2015-06-02,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1994.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-13,2015-09-07,CAPITAL FEDERAL Nº 027,Ciudad Autónoma de Bs.As.,Protocolo 21,2015.0,SEDAN 5 PUERTAS,TOYOTA,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,1986.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-11-12,2012-03-28,CAPITAL FEDERAL Nº 028,Ciudad Autónoma de Bs.As.,Importado,2012.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1912.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-14,2011-08-31,CAPITAL FEDERAL Nº 034,Ciudad Autónoma de Bs.As.,Importado,2011.0,SEDAN 4 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1977.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-02,2005-06-29,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Protocolo 21,2005.0,SEDAN 5 PTAS,FIAT,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,1982.0,ARGENTINA,1
COMUNICACIÓN DE RECUPERO,2018-11-13,1999-06-17,CAPITAL FEDERAL Nº 039,Ciudad Autónoma de Bs.As.,Nacional,1999.0,PICK-UP,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1931.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-09,2015-08-05,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Nacional,2015.0,SEDAN 5 PUERTAS,CHEVROLET,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2007.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-14,2014-01-06,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 4 PUERTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1949.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-14,2014-02-12,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Protocolo 21,2014.0,SEDAN 5 PUERTAS,TOYOTA,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2007.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-21,2017-03-09,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Nacional,2017.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2017.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-27,2016-02-29,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Protocolo 21,2016.0,RURAL 5 PUERTAS,FORD,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2007.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-28,2013-07-11,CAPITAL FEDERAL Nº 044,Ciudad Autónoma de Bs.As.,Nacional,2013.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1912.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-05,1996-01-26,CAPITAL FEDERAL Nº 045,Ciudad Autónoma de Bs.As.,Nacional,1996.0,SEDAN 3 PTAS,VOLKSWAGEN,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1947.0,NO IDENTIFICADO,1
COMUNICACIÓN DE RECUPERO,2018-11-26,2007-04-13,CAPITAL FEDERAL Nº 046,Ciudad Autónoma de Bs.As.,Nacional,2007.0,SEDAN 5 PUERTAS,PEUGEOT,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,1912.0,NO IDENTIFICADO,1
